rating,review
5 stars: Excellent,"<p class=""review-content__text"">
                great idea, specially also to give as a gift to a friend! easy worldwide connection also from your cell on a local call!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                well welcome to the United States of America, well as you just came in i know that the next thing on your mind is to let your friends and family know that you made it here safely, so try to get a number and activate with rebtel for it is the best so far for international calls, is cheap and very reliable.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I did not know therw was a site that I can use to call my parents from Ghana. So a friend of mine told me about it and I truelly enjoied it. The only problem I have is how fast my minute run. If you can fix that part, then it will be very good and excellent.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                i think the service is good but the fact that different countries have different rates is not fare for me.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Not the lowest long distance, but close. Provision of local phone numbers with which to call Cameroon numbers is a big help. Android app integrates well with pbone.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                It said calling to china is 0.9 cent, but it is actually 1.9 cents
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Are you thinking of country subscriptions?  Just recently Skype increased mine by 400%. Good biz opportunity.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Since I joined Rebtel as a customer, I have benefited a lot and able to call to my loved ones back in my country with a reasonable cost without any kind of difficulty. I have a great of desire to recommend Rebtel to all my friends and family members who live here in the United States. Thank you much and please keep up with your good work.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Simple d'utilisation.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I start using their service in 2012 from Canada to call to Cuba which has one of the higher rates worldwide and it works fine with landline and mobile network, ok it is not crystal clear but, I don’t expect that on any telephone company ....I can recommend it for sure
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                i joined Rebtel to call an Israel landline which I call frequently. The service just didn't work for the first two weeks or so.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is a fantastic way to communicate overseas at an affordable price. It allows one to talk freely without being much worried of the increasing duration of their conversation because its affordable. You talk like you made a local call. Recharging one's account is as simple as it can be and is instantaneous.<br>Thank you Rebtel !
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I'm really impressed with the product.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                it's cheaper than skype prices. international calls are cheaper than my gsm operator in Turkey. I pay 50cent per international calls, but rebtel is cheaper, that's why i'm using it.<br><br>Especially landlines ! GSM operators in Europe is expensive, but landlines are cheaper really.<br><br>I love to use rebtel. That will be so good if they give some FREE MINUTES after load ! 10 mins for 10 dollar load, 25 mins for 25 dollar loads... etc :)
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                five stars good service thanks
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love this service, i wish i would of known about it sooner.<br>the rates are so cheap!!!! Glad i found rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                My daughter and her husband will be living in Rwanda for the next two years.  I thought staying in touch would be hard.  But, with Rebtel, I can call them easily.  A fourteen minute call costs me $2.25!  The service is easy to use and the connection is crystal clear!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love the call quality and their low rate.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                happy to have this service, no problems.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                very easy to use,excellent voice quality, you dial and it rings!!!!fantastic
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is a great service which offers cheap rates to foreign countries. I have saved a great deal since I started using Rebtel and would highly recommend it to anyone!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                For me is the better,because its easy and fast.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                i think i found a very reliable international calling system however it is quite costly. infact i would not hesitate to recommend it to my friends.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Communication with Cuba is very difficult in United States and everybody know why. Rebtel make it easier and safer. When we call to Cuba using Rebtel, we do it like a local call and that is wonderful for us. Thanks to Rebtel, over and over again.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very nice quality sound, easy connection.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel came to me as a boon in communicating with my family and friends
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                To call to El Salvador is somewhat expensive but, call collect is the best. To call to Mexico is the best.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is the best Internet Phone Service I have ever used. No hassle connection, high quality clear voice, and very resonable charges. Also, the folks at Customer Support are very responsive and courteous.<br><br>I strongly recommend their services.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I would surely recommend rebtel...
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                No further comments
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                £7.00 is a lot to call Belgium and American Land line as you proclaimed in one week
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service in all respects. The only reservation I have is that the calling rates should be lowered to match competition.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I use Rebtel everyday to talk to my girlfriend that is currently in another country and have no problems with the connection and the prices are great still use and haven't even thought about using other ways to make international calls.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very easy to call with no pin and just a click on your contact list.<br>Easy to recharge.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                clear, continuous and great service. Refill system is good.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's a piece of frienfly advice : a clear support to contact people round the world and save money !
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I'm very surprise with this phone card.<br>I tried to set up an account with LD Post because I've used it before. Did not work.<br>Then I got Rebtel from Google.<br>After I set up the account using pay pal, I got confused because I was expecting the same kind of service from LD Post. I was expecting a password (number account) that I should call to any local number.<br>The way you offer the service, when we are able to set up the numbers on both sides (US &amp; Brazil) it did work pretty good.<br>I will use it from now on every time I will be travelling abroad.<br>Thanks,
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Rebtel is a great alternative for international calling. My cell phone carrier charges a lot for international calls so I was looking for a cheaper solution. I like Rebtel because I can call directly from my cell phone and they also have a program for my laptop. Most of the time, the calls are clear but I have experienced choppiness and distortion more than once. All in all, I'm happy with Rebtel and can't wait for them to release a BlackBerry App for older OS versions (I have OS 5).
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                it doesn't give much munite for call
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I found this service to be very good and easily accessible.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Calling to Ghana on a daily basis now, only one hickup so far. Good that you get a free call to try the service.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Thank you Rebtel &amp; All the Staff that has been great help and   wonderful service.  I would recommend Rebtel to everyone.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I like it and I don't have any problem calling my folks back home. The rates are cheaper than the phone service that we have right now. I will definitely continue using it..
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                i have been using rebtel for a month now, and it's amazing. i am able to make international calls with low rate.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I enjoy using rebtel. I have not experienced any disappointment since I have been using it. I will not hesitate to recommend this company to anybody. However, it could still be improved. Hence, effort should be made to make their best the topmost best. Thanks. Rev. Fr. Adedeji
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                A year ago my husband and I paid a 500 dollar bill to our phone company for our few calls and text messages we sent back and forth during his trip to Africa. This time we put 25 dollars and rebtel and it was great! When we wanted more min. it was easy to sign on to the account and just put on a few more bucks. I suggest Rebtel for anyone who is traveling and does not have international calling on their bill. Its way cheap and convenient.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                yes am using it to speakmily  to friends and fa
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                There is one problem that often happened when I call somebody.Whether he/she is on a call or not , it always shows that he/she is busy now and can't be connected :( but in fact they are not.. I don't know why. But not every time . Anyway it's a good software, I like it. Thank you.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is very much reliable and dependable, especially for those who are staying abroad..
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love d service good value
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am satisfied with the service. The droid app is also nice but can be improved by adding Contact numbers, and direct calling options. Also resorting ability of assigned phone numbers would be handy.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Good rates, better quality. I used raza.com before but their quality deteriorated over time, hope this does not happend with rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I think this is the best of all phone service I ever used.<br>Everything is perfect, good rates and voice quality makes it best.<br>Thanks, keep it up
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                I make calls just to Italy, and I wish the calls to cell phones were less expensive. To landlines I make calls to an incredible price, but to cell phones is over 20 cents a minute. I think it's a little overpriced. But overall, I really like Rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great service best sound quality as compared to Skype ;)~
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Rebel is pretty good, and their rate for calling cellphones in Nigeria is very low. Also, the connection is always clear. I love the convenience of just being able to pick up the phone and dial an international number like it's a local number.  You can also make calls from phones that are not tied to the account - you'll need your primary account phone number and your pin. My only complaint is that I was charged twice for a single text message I sent, and I'm not sure if the recipient even got the message.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Best so far on the market, I've found. Quality call. Clear voice. Possibility to send text and sms message a plus. The price is live-able with. Looking forward for more, especialy discount...
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I have been using it to call to Cuba and i get through all the time and very fast. Just ACES for this company :)
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I'm already invited all my friends to use your services !
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Reaaly glad I found you this makes my international calls so much easier and cheaper
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                good performance
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I would love to say I'm really glad that what I'm using now - Rebtel. It's really work out pretty good when I'm calling back home or even call to my overseas friends. Thumbs up!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                The service offers one of the best call quality from all the different ones I tried and it's also very reliable (no call drops, connection goes throguht very fast). The price per minute however is not the most competitive.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                it's really nice to use this service to connect with family as living oversea!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I would be careful if you have an account with Rebtel in another country such as I do ,<br><br>Best Wishes Anyway,<br><br>Larry McCallum
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love Rebtel! Benn using it for almost 2 years now and it never failed me. Always good connection, fairly cheap and very easy to use. Highly recommended!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Sound Quality is good at 80% of time but the call get disconnected automatically again and again...<br>Overall cost effective and good to use
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Have been using Rebtel for abt 8 months on my HTC Android. Its an ever evolving product getting better in terms of possibilities; something which I feel is their biggest strength.<br>The sound quality is good (except sometimes during rush hrs like new yr.) and reliable. The customer service is good and timely!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                You have to try it is WONDERFULL
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I already said pretty much everything in the title. Working flawless and way better price than competition. Thank you for saving me a lot of money!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                HI, I GOT THEIR SERVICE IS VERY GOOD WITH CLEAR VOICE QUALITY AND CALL CONNECTED VERY QUICKLY. I APPRECIATE THEIR SERVICE BUT I WANT REDUCE CALL RATE TO BANGLADESH. BECAUSE STILL THIS RATE IS MORE THEN SOME OTHER COMPANY. THANKS AGAIN FOR BRINGING NEW SERVICE.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Since I moved to U.S., the only cheapest and clearest company I have dealt with is Rebtel. Thank you Rebtel, and thank you for the bonuses I have been gaining every time I tell friend about it!.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great service with no hidden charges. Please qualify Nigeria as Rebtel country.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I enjoyed using rebtel for long time now. Its a very high quality and never disappointed me. Well communication to solve any problem. Veey efficient and knowledgeable staff. Thanks Rebtel
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I always wanted a cheap way to talk to all my family and friends back home and Rebtel did it for me. Thanks.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                YOUR SERVICES ARE OK AND YOU HAVE TO IMPROVE ON IT.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                This is the worst garbage i have ever used.  The boast cheap calling price, but when i got my phone plan back i was charged by my phone company for using REBTEL's ""loca"" numbers.  I ended paying rebtel and the phone company so it was more expensive.  Rebtel does not make it their point to make sure the customers have all the information before use.  After this happened i went back to the rebtel website and after almost an hour of looking on their website i found out that landlines also get charged by their local phone company.  This needs to be in bold and a lot more clear and visible.  i dont recommend this company.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                In fact, I never knew there is a convenient and affordable means of calling Ghana until I was introduced to Rebtel. This is a trustworthy network I would like to recommend to all Ghanaians in the US. So far, it is the cheapest means to call friends and relatives back home. Hope it remains an honest and affordable service provider!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                amazing !!!! i am using it since 6 months or more and i am totally satisified and i recommend it strongly... awesome connection and awesome Voip but i hope you will improve or at least continue as you are. Go Rebtel Go
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                I am not still very confident on your services. Please I will appreciate some improvements before I can recommend your services to friends<br>Thanks
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I used to buy phone cards for $10 and I would be given 45-50 mins. With rebtel, I get $10, but 60 mins. I get an extra 10 mins and I save on tax money by not going to the store to buy phone cards. Save mins, save tax money, and the trip to the store to buy the phone card. All you need is a debit or credit card, and purchase the card of your choice. My preference is the $10.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                They do not add all of my money it is always a problem with my money being added or I can't add money for a couple of days!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I  spoke  about  rebtel  to  a   friend   in   Ghana   but  why  you<br>you   do  not  have   rebtel  numbers  in  Ghana  ?
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                The android app needs clear and better option to dial without 3g or wifi.  The 3g and wifi option is not always the best in terms of connectivity.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I give Rebtel an excellent customer service and techs support.  Being participating in the international long distant service in just a few months I already had my priorities being fulfilled. I am amazed of their customer care. For those who want to use international long distant service Rebtel is the ONE.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Service offered is quite user friendly, but there are good number of times where the calls used to disconnect unnecessarily.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I am impressed.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very convinient!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I want to thank my friend, Dr. Luke for introducing me to Rebtel. I have always been apprehensive of this Internet subscription, but when my  friend who's very conservative told me to try it, I know it must be good. And I have not regretted joining in. It has afforded me the convenience of making calls whenever I want to make calls without going to look for where to buy calling cards. I recommend Rebtel to any skeptic such as myself. Rebtel is convenient and reliable.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                i have used it for 2 months and i'm very satisfied....
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I have been very happy with the ease and efficiency of my rebtel international phone service!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                REBTEL, is the only international phone service that stood by their words. The service is perfect, the rate is supper. You can't go wrong with REBTEL.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Having used this on all devices ,Android, iPhone, PC and home phone. It works so well at managing all devices and numbers under 1 account. I would highly recommend to anyone who needs to talk over seas to anyone! Thank you Rebtel!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very reliable connections and options of making connecting calls. Very good price for phone calls as I don't have WIFI and our local repeater for 3G isn't very reliable reception.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I love the quality of the calls but the rates could be made cheaper. And there should be a way to allow you to check your balance through the phone. Its a hassle to come online every time and check how much credit you have left.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                For international calling my first recommendation though I haven't explored the others (apart from Skype) is Rebtel, why?<br>For the simple reason they're straightforward and quick with you, it's almost fun even saving int contacts from their web to your phone directly. Calls last and well, pretty much Rebtel should be amongst if not the first for their service quality :)
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Since we started using Rebtel a month ago, we have seen our international telephone service function without fail!!!  We surely are getting our money's worth.  Thanks Rebtel, I will surely inform and recommend your services to my relatives and friends!!!  Continue the excellent service!!!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                When my partner first went back to his native country I ran up a £350 phone bill within 10 days, plus the cost his side with him calling me from a Polish mobile to my English one. Now my top up with rebtel lasts for weeks despite making at least 10 calls a day. often up to an hour each time. I would be lost without this service emotionally and financially.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I had been using phone cards to make calls from my cell phone but now I have switched to Rebtel and pretty much dial a U.S. phone number to get connected with the person on the other side of the globe.  The calls are very cheap, hence, I am able to talk longer or just a couple of minutes.  After all, I am being charged by just the minutes used.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I usually check back from time to time on promotions that sound a bit to good to be true and see what has changed. For me Rebtel is doing a better job than many other companies.<br>I just want to say you guys, nobody perfect, and I am sure if there is problem with Rebtel,Rebtel really doesn't mean it,<br>Rebtel never cheat customers, all what I've found is Rebtel always try the best to serve customers.<br>NB. I'm not Rebtel custemer service person but I'm telling you the truth coz they are doing best for custemer.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love the fact that I don't have to dial the pin number it very good to me I love it good job
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                The customer service is very goood. I have no thing to complain aboout it.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                It's convenient to call, you don't need to dial a long serial numbers, you can save the phone numbers in your cell phone, dial them whenever you want! I love that! <br>It'll be greater if the rate can be lower!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                After signing up I soon found another service that offers cheaper rates. This is primarily due to certain host-carrier rates differing. In my case the number I was calling was on the Globe network, which is roughly 3 cents a minute cheaper than others. This is not reflected in Rebtel's listed rates. So.. I went from 15.9 cents/min to 12.5 by switching.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                If saving money, excellent service and simple setup for calling internationally is what you are looking for, Rebtel is your answer! <br> <br>It is wonderful to be able to make an international call and know that Rebtel's prices are so reasonable that you can enjoy talking without the dreaded thought of a gigantic phone bill.<br><br>Rebtel's system of payment, connection and phones one can call from is very precise and user-friendly. Their verification of transactions and the logging of minutes used is excellent. Thanks Rebtel!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                prices are good . I think  you should provide video call<br>And also to improve call quality .<br>Thanks
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I like the way I press a button on my phone and reach across the ocean in a heart beat.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                ive used rebtel for a few months now and im very happy with the price and the service
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is excellent for international call
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                One of the most excellent service I have ever received
            </p>"
5 stars: Excellent,Rebtel is of good service and quality. It is worth using!
4 stars: Great,"<p class=""review-content__text"">
                Rebtel is the cheapest option and good value for calling to India from North America...... I Recommended this for everyone.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Really great quality of the calls and it doesn't hide my real dialing number when using local numbers.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                You guys are doing good, keep it up but plz reduce your rate and keep your promises, thank you.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I have come to like the auto recharge system which allows free flow of phone conversation without intterruption even if one goes over the limit.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                easy, cheap, clear, smooth, simple, it`s the best calling solution I ever used, I recommend.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great, easy to use, no numbers to remember and use.  I love it and will recommend it to all my friends
            </p>"
4 stars: Great,When I run out of credit I tried to add more but it didn't work.
5 stars: Excellent,"<p class=""review-content__text"">
                I've been using rebtel for couple monts now...pretty much satisfied..thank you !
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                You're prices are too expensive for one call. Maybe a bit cheaper would be better
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                It's been a wonderful experience using Rebtel in communicating with family and friends
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I will reccomend it to my friends!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                it is still abit expensive for people calling africa,because it is almost one dollar per minute  if you can reduce alittle bit then we shall realy enjoy talking for long time, nevertheless you are wonderfull people.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                After using rebtel, I just stop using all the other methods to call  back China. It's so good! <br>But sometimes when I call my friend in China, they lose the call, the call just dropped without any reason.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                intially your services were good when i started. later from second recharge, calls were not not connected and money was deducted. when ever calls were connected, the voice from receiver were not clear and receiver also was not able to hear me. To ensure, i try same number from same location to same receiver at same time from another service provider, and found that every thing was Good. This has beed repeated again and again with me at different time, and different dates and different receivers. So i feel that you make good impretion at initial stage, and once you feel that user is in your trap, you start cheating. This is modren world, i need to call and i wish to have best value for my money. you can take away what i had paid but sure you will loose me. May be i am a small fish for you, it is you and you have to present your self as what kind of service provider you are.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                So far, Rebtel has locked me out of my account on two occasions.  Both times, I was unable to use the service or even log in to my online account.  When this happens, you must email them and wait for a reply.  There is no customer service number, email is the only method of communication.  In both cases, I was locked out due to a specific number they claimed I called.  I was told that number was in a block of numbers that they claim have been perpetrators of fraud on their service.  I have never called the number they claimed I called.  Hopefully their automatic fraud detection system will improve, as it is obviously quite buggy.  I'm sure they could have handled this better as well.  Other than that, the price is right and I haven't noticed any issues with the call quality.  The unfortunate issue I mentioned though required I have a backup service on standby as I wait for them to unlock my account.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                i like the network only that i dont know the number of minutes i always have to make a call inorder to adjust my calling time and rate.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                A hundred percent satisfied. Will always recommend piers and family to utilize this service.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                It was nice having rebtel when I was in the US. It was easy to get connected and talk and most importantly, it was cheap and affordable for everyone. I always called my friends and family and talked for long time without caring about the charges because I knew it would be cheap. <br>The only concern I had was even if I called a number which was turned off, it sounded that the number is being dialed which made me think that the people were not receiving my call. <br>I was very pleased with it otherwise. I think it is the best choice for the foreigners living in the US. It is cheap, easy to get connected with strong signals.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                They have good servis. Easy to use.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                Call connection is not stable sometimes...
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                rebtel is the best, goodbye to calling cards.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                So far so good
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                If you want more customer, please make it more cheaper to call to countries like Ethiopia.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Take a look at Rebtel - their service is among the cheapest in the business, they're reliable, respond to customers quickly and efficiently, and their payment system is easy.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Absolutely fantastic, wish you had good rates for Kenya too.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I have been satisfied so far with this service.  The calls are connected without delay and communication is clear.  keep up good work.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Relatively good and cheap service.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Keep up the good service. The phone calls are clear and affoordable.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                to call anywhere in the world with good quality voice and cheaper price rebtel stands out first.<br>however there must be some more enhancements for account security
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                thanks for providing cheap international call, am wondering if rebtel could continue in making cheap calls particularly to Africa
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                good value for money easy to use
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                its very good but sometimes the voice its not clear I have call again.<br>Thank you
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Easy to use, especially with Iphone.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                very good service. cheap and fast
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I had a funeral home in Africa and I was buying cards frequently. On the day of funeral service, I wanted to buy a calling card worthy of $100 and my purchase could not go through. I wrote my concern to you guys online on 10/12/11 at around 9pm Eastern time, 12 hrs prior to burial service no body replied me.  I just believe you have poor services and not a reliable company esp. when someone faces a problem of my nature.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                rebtel provides the best rates for international calling and you get your time for your money
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel has the most outstanding service with the lowest phone calling rate so far out there that i have ever encountered. I would not hesitate to recommend Rebtel phone service to any one interested that i would meet. I always enjoy faster connections when dailing long distance calls and clearer without any interferance. No hiden fee or cost like most phone service company.I think Rebtel should be graded five stars.
            </p>"
5 stars: Excellent,l save a lot of money by using rebtel
4 stars: Great,"<p class=""review-content__text"">
                Robtel has helped me save money on long distance calls, and I have not lost minutes as I use to experience with most calling cards.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                for a good customer you need to give a gift card specially during x-mas and hope you will do it .
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                I think the connection should be based on seconds, not on minutes...sometimes it is difficult to be charged for one second. Sometimes the connection starts and fails and there is no way that we are charged for something that we do not use
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's cheap, but you have an excellent service. I use it to call to Cuba, that is really expensive, but with Rebtel it's cheap. I strongly recommend it.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                the best esy to call
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                it is a great service...it allows me to communicate with my family all over the world.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Will be glad if the above is improved upon.It will greatly appreciate the value and intergrity of rebtel and make them the best.
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                rebtel is beter way for making international calls.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I like it, especially its free call-back function!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Been using for about 3 weeks now and so far no dropped calls, clear reception, cheap enough rates and I love the local access number instead of dialing all those numbers and listening to advertisements!  Will continue to use!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Flawless and great
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Most of the time gives fake ringing at the called end,
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                a huge savings for me in long distance calls
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I learned of Rebtel when looking for lower long distance rates when calling my relatives in Cuba from the U.S. $0.79 per minute through Rebtel may seem high, but it is actually the best deal around! Besides, the convenience of having a local number to dial from a regular telephone is a godsend for my mother.<br>Perfect sound quality, ease of use, no small print, no extra charges... A winner!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Rebtel is the very good way to contact to our home country from other's country with chep rate , i really like it, Rebtel is the best :)
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Been using Rebtel since november, first weeks it was quite ok - but lately i experienced a drop in quality, they tried to fix it twice for me so I hope it will improve. Calling Sweden to Cambodia 6 cent/minute is nice if only the quality will be a litle better....
            </p>"
